participantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_1,SE_1,public_CSE1,private_CSE1,credibility,objective,valid,useful,rl_product_choice,RL_timing_First Click,RL_timing_Last Click,RL_timing_Page Submit,RL_timing_Click Count,rl_shop_intentions,rl_purchase,rl_wom,rl_attitude,SE_2,public_CSE2,private_CSE2,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,rr_product_choice,RR_timing_First Click,RR_timing_Last Click,RR_timing_Page Submit,RR_timing_Click Count,rr_shop_intentions,rr_purchase,rr_wom,rr_attitude,attentioncheck_gap,control_summary,CN_scale_1,CN_scale_2,CN_scale_3,CN_scale_4,CN_scale_5,CN_scale_6,CN_scale_7,CN_scale_8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,public_awareness_1,public_awareness_2,public_awareness_3,public_awareness_4,awareness_norms_1,awareness_norms_2,awareness_norms_3,awareness_norms_4,racial_climate_1,racial_climate_2,racial_climate_3,racial_climate_4,disc_concern_1,disc_concern_2,disc_concern_3,disc_concern_4,cb_1,cb_2,cb_3,cb_4,cb_5,cb_6,cb_7,cb_8,cb_9,cb_10,cb_11,cb_12,cb_13,economic_equality,economic_concern,PBRI_1,PBRI_2,PBOI_1,PBOI_2,PBOI_3,purchase_blackbrand,blacklabel_influence,blackbrand_seek,RacialCentrality_1,RacialCentrality_2,RacialCentrality_3,RacialCentrality_4,RacialCentrality_5,RacialCentrality_6,RacialCentrality_7,RacialCentrality_8,PrivateRegard_1,PrivateRegard_2,PrivateRegard_3,PrivateRegard_4,PrivateRegard_5,PrivateRegard_6,PublicRegard_1,PublicRegard_2,PublicRegard_3,PublicRegard_4,PublicRegard_5,PublicRegard_6,frequency ,interracial_contact_1,interracial_contact_2,interracial_contact_3,interracial_contact_4,interracial_contact_5,interracial_contact_6,interracial_contact_7,FeelTherm_1,BA_1,BA_2,BA_3,BA_4,article,collective_concern,personal concern,collective_action,close_circle,community_awareness,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control_white,control_black,nogap_white,nogap_black,gap_white,gap_black
110,2024-01-25 2:55:55,2024-01-25 3:12:24,0,100,989,1,2024-01-25 3:12:24,R_6MbTiooeTTF9wr5,anonymous,EN,2,5977466b68264c0001c49088,,3,0,2,2,2,2,2,2,4,2,3,2,3,3,3,2,1,2,3,2,3,3,1,1,5,5,5,5,,,,,,,,,,3,1,1,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,2,3,33,9.87,19.574,20.694,7,2,2,2,4,,Wealth disparity exists and can be affected by geographic location. Larger cities tend to have higher cost-of-living and higher personal incomes.,2,2,2,2,3,4,4,4,3,6,4,6,2,5,5,5,6,6,6,6,2,2,2,2,4,4,3,3,3,2,2,2,2,2,4,2,5,5,4,1,5,5,5,5,5,4,3,5,2,3,4,5,4,3,2,2,2,2,1,1,0,2,1,3,5,5,3,4,4,5,3,5,6,6,1,5,6,5,5,2,2,5,6,2,5,2,2,3,5,5,5,40,6,2,2,2,It seemed insightful.,Slightly.,To zero extent.,Slightly.,Low.,Yes.,54,1,3,3,,5,1,,21,,,,,0,,,,,
111,2024-01-25 0:07:55,2024-01-25 0:24:28,0,100,992,1,2024-01-25 0:24:29,R_7g16ZymjHcw6YZX,anonymous,EN,2,5d849ee0a954540019f513dd,,3,-2,1,1,2,1,3,1,4,2,2,1,3,2,3,1,2,4,3,2,2,2,3,1,4,3,3,3,,,,,,,,,,3,3,1,1,1,1,3,1,4,2,2,1,3,2,4,1,1,3,2,1,1,7,1.622,7.446,8.09,10,3,2,5,4,"The article talks about a study showing a big wealth gap between White and Black Americans in savings and home equity. Discriminatory practices like redlining in the past contribute to these disparities, affecting people across education levels. It emphasizes the need for urgent action to address these systemic issues.",,3,2,1,2,2,4,3,2,6,7,7,7,1,2,4,3,4,5,6,7,3,4,4,2,3,4,4,3,3,4,2,3,3,2,3,3,5,5,3,2,4,5,5,4,5,4,4,4,5,3,4,5,4,2,1,4,3,1,1,1,0,4,2,2,5,6,2,4,5,5,3,5,6,7,1,7,7,5,6,5,6,6,6,2,5,6,2,4,5,6,4,20,4,4,2,4,I do not believe that blacks face any significant wage gap as opposed to whites. I feel many of them have a victim mentality that holds them back and it not merited ,I do not believe there are any racial issues aside from what people create for themselves,I do not believe I am responsible to a large degree. I am only responsible for my own actions,I am not aware of any social movement in my community to address racism. ,My social circle thinks large that racism is more of an issue in past times and not relevant to the present,none that I can think of,34,1,3,1,,7,2,,21,,,,,,,,,,5
112,2024-01-25 0:04:42,2024-01-25 0:21:15,0,99,993,0,2024-01-25 13:43:09,R_6PRGPtPORP5p8LQ,anonymous,EN,2,65ac0190368fec9f7a7b9140,"The article compared the incomes between White and Black Americans based on education. First, college graduates and those with high school diplomas.",3,-1,2,2,1,1,3,3,3,4,3,3,3,3,3,2,2,3,3,2,3,4,2,1,2,2,2,3,24,6.534,17.09,18.271,7,7,7,5,5,4,2,1,2,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,1,3,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,2,2,2,5,6,6,5,6,4,4,4,4,2,3,3,3,1,4,5,4,2,5,5,2,3,5,5,5,4,5,4,4,5,2,4,4,4,2,2,1,1,1,1,1,1,2,2,6,2,2,2,2,2,2,7,4,4,6,1,4,5,6,6,4,4,4,4,3,1,3,3,5,2,4,2,79,3,5,5,3,"
For college graduates, the difference was $2,000. And for high school graduates, the difference was $2,000 as well.
",They are very vocal about it but I believe it is performative activism ,"I am not responsible because I am a first generation college student. My parents are immigrants and even though I am white, my race has nothing to do with my accomplishments because I struggled growing up","More than neccessary
",They do not,"In my liberal university, yes
",21,1,3,1,,5,2,,22,22,1 year,1,4,,,2,,,
113,2024-01-25 0:27:18,2024-01-25 0:43:54,0,100,995,1,2024-01-25 0:43:54,R_6fv0M217yl19bEq,anonymous,EN,2,659aba9fce23a5b8af24fb5a,,3,0,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,5,5,5,5,28,8.756,18.29,19.362,4,4,4,4,4,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,Whites generally have a higher rate or savings and home equity than blacks. ,,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,2,1,1,4,1,7,7,6,7,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,4,4,4,4,4,2,4,2,2,4,4,4,2,4,3,2,1,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,4,3,50,4,4,4,4,The article provided specific figures for the disparity between white and black wealth.,"Concerned, but not deeply concerned. ",Not at all.,"I am unsure; if they do so, it is not highly visible. ",Not much importance.,No.,41,1,6,3,,4,1,,21,,,,,,,,,4,
114,2024-01-24 23:39:07,2024-01-24 23:55:48,0,100,1001,1,2024-01-24 23:55:49,R_1pnC1YTK5VlUko4,anonymous,EN,2,6104c9954ebe1d41cf1c3d9f,,1,0,2,4,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,4,4,5,5,,,,,,,,,,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2,2,33,7.553,15.509,16.5,5,5,5,,4,There's a very large income gap between white Americans and black Americans. ,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,1,1,1,1,7,7,7,7,2,2,3,3,3,3,3,3,3,3,3,3,1,1,3,5,2,4,4,3,2,3,2,3,1,1,2,2,1,5,5,4,4,1,1,1,1,4,4,6,1,1,6,1,1,1,6,4,4,4,4,4,4,4,4,4,4,4,5,5,1,1,3,6,1,1,1,100,2,5,2,6,I agree that there's a wage gap issue and it needs to be addressed.,I think it depends on the person. Some are extremely concerned while others don't think about it at all,I don't think I'm responsible at all. The companies and organizations that are making the income gap so large are the issue.,"Again, I think it depends on the person",Very important,No,32,1,4,3,,1,2,,22,22,Over 6 months ago,1,1,,,,,,5
115,2024-01-25 0:25:44,2024-01-25 0:42:37,0,100,1012,1,2024-01-25 0:42:37,R_5IzI0ArpEjZkzYt,anonymous,EN,2,586371807fbbcd00013972ad,,2,0,2,3,2,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,3,2,3,1,5,5,5,3,,,,,,,,,,2,3,1,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,8,9.77,18.778,19.717,5,1,1,1,1,,"Higher income areas increase wealth at a higher rate than lower income areas, which are left behind economically. The government invests in uplifting lower income places with infrastructure and technology. ",3,3,4,4,4,4,4,4,4,4,4,6,4,3,4,4,3,5,5,5,4,4,4,3,4,5,5,3,1,1,1,2,3,3,2,2,5,4,2,1,5,2,4,5,5,3,2,5,4,5,4,4,3,5,4,1,1,3,1,1,0,1,1,4,4,6,3,5,4,5,3,6,6,7,2,6,7,6,6,2,2,6,6,3,3,1,1,4,3,4,4,40,4,4,4,3,Somewhat negative,Somewhat concerned because they put other groups ahead of their own and are afraid of representing their own self-interests. ,None whatsoever,"Very little, it isn't a problem in my community",None whatsoever,"None, either way",35,1,2,1,,6,1,,21,,,,,,1,,,,
116,2024-01-24 23:58:11,2024-01-25 0:15:19,0,100,1028,1,2024-01-25 0:15:20,R_1SSR2xRwm4M4I81,anonymous,EN,2,5f6067975552dc000aa21f2a,"The Kaiser Family Foundation study reveals that among adults aged 65 and above, educational attainment plays a crucial role in narrowing the income gap between White and Black individuals. College graduates from both racial groups exhibit similar annual incomes, highlighting the potential of prioritizing and expanding access to education to reduce racial disparities in wealth among older adults.",2,0,4,3,1,2,1,1,3,1,3,1,1,4,1,1,1,1,1,1,4,5,5,1,7,7,7,7,,,,,,,,,,5,5,1,3,1,2,1,1,1,1,3,1,1,3,1,1,1,1,1,1,4,9,7.9,16.5,17.668,5,6,7,7,7,,,3,1,4,1,5,4,2,3,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,4,3,4,4,4,3,4,3,3,3,2,3,2,1,1,2,5,5,5,2,4,5,3,1,3,4,1,4,5,,5,1,1,2,1,1,1,1,1,1,7,7,1,7,7,7,1,7,7,5,1,7,7,6,7,7,1,6,5,4,2,3,3,6,2,3,3,70,1,1,1,1,,,,,,,45,1,6,2,,6,2,,21,,,,,,,,3,,
117,2024-01-25 0:12:00,2024-01-25 0:29:09,0,100,1028,1,2024-01-25 0:29:09,R_1LBAFFC6vTyOWH2,anonymous,EN,2,62e2b8add7bff03a91d78162,,2,-1,2,3,4,4,3,4,3,3,3,3,2,3,3,3,1,3,3,3,4,1,1,5,5,3,5,4,,,,,,,,,,1,1,5,3,4,3,3,3,3,3,3,3,1,4,3,3,1,3,3,3,3,33,5.261,8.422,9.394,4,4,4,4,4,,"Americans today in various areas of the country are facing financial issues. However, some areas are still considered to be better off than others, with higher cost of living, but better benefits overall for those living there despite the costs. The gap between what one can earn based on where one lives (high versus low cost of living areas) can be high, but there are still many who would wish to move to a high cost of living area to reap those benefits. Unfortunately, relocating costs can make such moves difficult to impossible. ",1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,2,1,1,5,4,5,4,4,4,4,4,1,1,3,5,3,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,2,2,1,5,5,2,1,1,7,1,1,1,4,1,1,4,7,1,4,1,4,1,1,2,4,3,3,2,2,3,2,3,2,100,3,5,6,7,"The article was fine. It gave a general, if somewhat negative, but accurate, summation of the current state of economic inequality in the United States. I liked that it included details about the differences in getting by between high and low cost of areas. ","Not concerned enough. I say that as someone who knows I too need to keep working and learning so I can do better by others in regards to these issues, but I have known other white Americans who have no interest in learning about them. If told about ways we could better help others and work to dismantle systemic racism in the US, they often are hostile to the idea. That said, I know there are people like myself who, while we definitely still have more to learn and more work to do on this, are making whatever attempts they can to keep informed on these issues and do better. ","I know that, on a technical level, no one individual is solely responsible. However, I do absolutely feel guilty and shameful for these issues on a regular basis. I try to remember that shame and guilt don't help anyone though, and work past them to commit actions that can help work towards resolving systemic and societal racism. ","As far as I can tell, there are some that are working to address racism. However, I do not work closely enough with any particular local group to say how effective they have been. ","My social circle is a diverse one, so we place a lot of importance on this. We call each other out as needed when we mess up in regards to these things, and work to help each other learn and do better. ","I do, to some degree. Again, I haven't worked closely with any particular groups in the community to determine exactly how committed they truly are though. ",30,1,5,2,,0,1,,21,,,,,0,,,,,
118,2024-01-25 4:17:10,2024-01-25 4:34:20,0,99,1029,0,2024-01-25 13:42:00,R_1n6ngJrcu2k8zUd,anonymous,EN,2,6596be88a11683cdae324f1b,,2,-1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,4,4,4,3,,,,,,,,,,1,1,1,3,3,3,3,3,3,3,3,2,3,3,2,4,2,3,3,2,3,22,8.182,13.623,15.257,4,3,3,3,3,,"Inflation has been hard for everyone, but it's particularly tough for rural areas where there aren't as many economic advancements. ",1,1,1,1,1,1,1,1,2,2,2,2,6,6,6,4,6,6,6,6,6,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,5,5,5,4,5,1,1,2,5,5,4,3,3,2,2,1,1,1,1,2,2,6,6,2,5,2,2,2,5,4,4,6,1,4,6,4,4,4,4,4,4,5,1,2,2,6,2,2,1,80,2,2,1,2,That the economy is based on where you live and rural america is struggling more than urban america. ,I don't think it's a problem ,I'm not. I purposely moved to a rural area to practice being self sustainable and helping our community by growing local food. ,"Racism isn't an issue in our community, we welcome everyone and don't treat anyone differently. ","We just exist and embrace everyone, it's not that difficult. ","Promoting racial awareness is promoting segregation, I don't think race characterizes a person. People should be judged on their actions not their skin color. ",33,1,3,1,,5,2,,21,,,,,0,,,,,
119,2024-01-24 23:18:16,2024-01-24 23:35:38,0,100,1042,1,2024-01-24 23:35:39,R_6fBqHitGhagiBQE,anonymous,EN,2,657876e90627bcf447ef42ea,"The article discussed the closing income gap between Americans, White and Black respectively, over the age of 65 or with college education. It described the promise for the future in providing better education for all races in order to make income equal. ",4,1,4,1,1,1,1,1,4,1,1,1,1,1,3,1,3,1,3,1,1,3,2,2,4,3,4,4,6,10.753,20.907,21.68,9,2,2,1,3,3,2,2,1,1,1,3,1,4,1,1,1,1,1,3,1,1,3,1,1,1,,,,,,,,,,,,1,1,1,1,2,1,1,1,3,3,2,2,6,6,6,4,1,1,1,5,6,6,6,7,2,2,1,4,4,4,4,4,3,4,4,4,2,1,2,5,3,3,3,2,3,2,1,2,2,1,1,2,1,5,5,1,1,2,2,1,1,6,2,3,2,1,5,2,2,2,3,5,4,6,3,4,6,5,6,4,3,5,4,4,1,2,5,3,1,2,1,90,5,5,5,6,"I thought it was great to see that the racial pay gap was finally getting smaller, and that the future has promise for complete pay equality for all races. ","I believe that many other white Americans are somewhat concerned with racism, but overall not concerned enough to act upon it or try to prevent it. ",I don't think I am responsible for a large part because I do not even work yet so I have nothing to do with how people get paid. ,I think the most a lot of people will do is repost a video on their story. ,My circle talks a lot about inequality on racial and sexuality/gender issues and we always try to stay informed on threm.,I do not see a collective commitment within my community. ,18,1,1,3,,0,4,trans man ftm ,21,,,,,,,2,,,
120,2024-01-25 0:51:41,2024-01-25 1:09:09,0,100,1047,1,2024-01-25 1:09:10,R_1sB6oUI9bw1jfuV,anonymous,EN,2,65465ac216a26bebcc8d8b02,,1,0,3,3,3,3,3,3,2,4,2,3,2,3,3,2,2,3,2,3,3,3,1,4,6,4,6,6,,,,,,,,,,3,1,4,3,3,3,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,11,4.456,18.436,18.826,9,6,6,6,6,"White individuals with a college degree make 3x as much money compared African American's who also have a college degree.  The US government used to make it very difficult for african amercians to take out loans, which led to black neighborhoods being run down over time ",,2,1,1,1,1,1,1,2,1,1,1,2,7,7,1,7,2,4,2,3,6,7,7,6,3,2,3,3,4,4,4,2,3,4,3,3,1,1,2,5,1,3,1,2,1,2,2,2,2,1,1,1,1,5,5,6,5,3,1,3,1,6,6,2,5,1,4,2,3,5,6,2,4,4,4,4,4,3,3,5,4,4,4,4,2,3,3,5,2,2,2,90,4,6,5,5,It is nothing that I didn't know but the numbers in the article were very shocking,I believe the younger white generations are a bit better with making it known that they have a advantage because they are white.,i believe i am somewhat responsible,"They do not really do much, I like right outside an urban city and it is still very much an issue",I have a couple close friends who do their part on combating racial inequality but some are better than others for sure,"No I do not, it is certainly not on their to do list",26,1,5,2,,1,2,,21,,,,,,,,,,5
121,2024-01-25 0:10:44,2024-01-25 0:28:15,0,100,1051,1,2024-01-25 0:28:16,R_3DFQaBjmArqfhyV,anonymous,EN,2,65084abb86b73d1ec775dc98,,3,0,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,3,3,4,3,2,3,6,5,4,,,,,,,,,,3,3,2,3,2,2,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3,17,2.273,25.632,26.311,14,6,6,5,5,Older whites that graduated have a median of way higher house investments than blacks. The same goes for whites and black that did not graudate. ,,3,3,3,3,4,3,3,3,2,3,4,3,6,4,6,6,2,3,3,4,6,5,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,4,3,3,3,2,3,5,2,2,2,3,4,5,2,2,1,1,1,1,2,1,2,5,6,4,7,7,7,2,6,6,6,2,6,7,6,6,3,2,5,7,2,4,1,1,2,3,5,4,40,5,5,5,5,I think it is sad but I think there are both sides. Whites have to learn equality. Blacks need to learn how to put in the effort,Not very,25%,,Not a lot,no,52,1,3,1,,5,2,,21,,,,,,,,,,5
122,2024-01-25 2:17:53,2024-01-25 2:35:31,0,100,1058,1,2024-01-25 2:35:32,R_3p49Rs2KAmM8VUd,anonymous,EN,2,62cb3dc1aece812831e4c77a,,4,0,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,2,3,3,4,1,5,5,5,5,,,,,,,,,,3,4,1,1,1,1,1,1,3,1,3,2,3,3,3,1,1,1,3,1,3,10,2.877,7.685,9.676,5,4,4,4,4,Simply talking about the wealth of the white people and the black people. And also the gap between this two race.,,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,3,5,3,3,3,80,4,4,4,4,I think it is a good call and it will go on to help because knowing the gap between white and the black. I really liked the article very much because we all are one,Well I feel a bit concern because putting a stop to such act will help a lot,Just a little,Not quiet enough and it must be addressed as soon as possible,Well I think quiet well because some are ready to combat racial inequality,I think with time they will all rally behind and promote racial awareness,52,1,6,1,,6,1,,21,,,,,,,,,,5
123,2024-01-25 0:46:52,2024-01-25 1:04:33,0,100,1060,1,2024-01-25 1:04:34,R_1nSWwylCNP2BTP8,anonymous,EN,2,63fcde3494055a563c72cb12,,2,0,2,4,4,4,2,3,4,4,4,2,1,1,4,2,1,4,4,3,4,3,3,1,5,5,5,4,22,21.451,30.045,30.965,6,5,5,5,5,3,2,1,4,2,1,3,2,4,3,4,2,4,3,4,1,2,1,3,2,3,,,,,,,,,,It said that older black people have way less money than older white people because black people are denied loans and stuff more and cant get ahead. ,,4,3,2,3,3,4,4,5,3,5,1,4,3,2,1,6,5,5,5,5,3,7,6,6,2,5,4,5,4,1,2,2,4,4,2,2,5,4,2,3,1,3,1,4,3,1,2,2,3,5,3,1,3,4,4,2,2,3,2,3,0,4,4,2,5,1,2,2,3,5,7,3,5,7,7,5,7,2,4,5,7,1,1,3,6,6,1,3,4,4,3,75,4,5,4,3,"I felt that yes I agree that it is bad that black people get loans less, i think the deeper issue is just homelessness, poverty, which applies to people of all races",i think theyre of course concerned i mean who would want what was bad,i dont feel that i am seeing as how im not one handing out loans. ,im not sure im not very active in my community lately,i think a good deal were not racists,yeah but its not so overt but more lives in the quiet feelings of each individual,76,1,2,2,,1,2,,21,,,,,,,,,4,
124,2024-01-24 23:58:16,2024-01-25 0:15:57,0,100,1061,1,2024-01-25 0:15:58,R_3PB5MgL0EQIWWfs,anonymous,EN,2,572d55e1109ab600105176ba,,4,-1,2,3,3,3,3,2,4,2,3,2,2,3,3,1,1,1,3,2,3,4,4,1,5,5,6,6,,,,,,,,,,4,4,1,2,3,3,1,3,4,1,3,1,2,3,3,1,1,1,3,1,3,33,10.304,17.604,21.392,5,6,6,6,6,,"Average incomes vary across the US, creating wealth gaps in different parts of the country, as areas of higher cost of living tend to become more wealthy. Inflation and adjustments that follow tend to worsen this, which leaves smaller communities straggling, causing the government to try and step in with investments.",1,1,1,1,1,1,1,1,1,1,2,1,7,7,7,7,1,1,1,1,7,7,7,7,3,2,2,3,5,5,5,5,4,5,4,5,2,1,4,5,1,4,2,2,2,2,1,3,2,1,1,2,1,5,5,2,2,2,2,1,0,6,2,5,3,4,4,4,5,3,2,6,6,7,1,6,6,7,7,1,1,7,7,3,1,1,1,3,1,4,1,75,7,7,7,7,I think the article had good points and I agree that many communities are often left behind as people are unable to uproot and leave to greener pastures. There should be more done to cultivate prosperity in those regions if we can do it.,"I think that there is a group of us that are concerned, but there is a big group that is not.","I am not directly responsible for the issues, but if I don't try to help, I'm not part of the solutions either.","I think more people are aware of it and are trying to fight it, somewhat actively.","My social circle makes sure that those in it are aware and understand racial inequality, as well as have some ways of trying to fight it.","I don't think that there is collective commitment. Only by groups of people. There are some who would like to fight the idea as well, unfortunately.",32,1,6,2,,1,1,,21,,,,,,1,,,,
125,2024-01-24 23:44:08,2024-01-25 0:01:53,0,100,1063,1,2024-01-25 0:01:53,R_68SAk6rIBnkvq1z,anonymous,EN,2,5c314de6d5fc960001d2cb93,"There is hope in the fact that income disparity among black and white individuals over age 65 with an education are growing slimmer, therefore having equal opportunities for education will continue to shrink the income gap between older americans of different races. ",4,1,4,1,1,1,3,1,4,1,4,1,2,4,4,1,1,1,3,1,4,4,4,1,5,6,5,5,,,,,,,,,,4,4,1,1,1,1,3,1,4,1,4,1,2,4,4,1,1,1,3,1,4,24,8.191,15.854,16.502,4,6,6,7,6,,,2,1,2,2,2,2,1,1,2,5,5,2,6,6,7,2,6,7,6,6,7,2,3,2,4,4,2,2,1,2,2,2,3,2,1,4,4,4,3,2,5,5,4,4,5,5,5,4,4,4,5,5,5,4,5,1,1,1,1,1,1,2,1,7,1,2,3,3,3,3,5,7,6,6,1,7,6,6,6,7,7,7,7,4,2,3,3,6,1,1,1,98,2,1,1,7,"I think the article showed hope and promise that income inequality among races was diminishing, especially with age and education level. ","I think no one is very concerned because it isn't an issue anymore, and of anything other races are being given more because of their race. ",Not at all responsible. ,"People in my community are all accepting of one another regardless of race, so I don't see much work to reduce racism going on.",Not much at all because it's not an issue. ,No,41,1,4,1,,6,2,,21,,,,,,,,3,,
126,2024-01-25 3:22:33,2024-01-25 3:40:16,0,99,1063,0,2024-01-25 13:42:05,R_1IsKBR6WXOh6nnP,anonymous,EN,2,5e9fc65dee2ccf178f0e413f,,2,0,2,3,2,2,2,2,2,3,2,2,2,4,2,2,1,1,2,2,4,1,2,1,4,5,4,5,,,,,,,,,,1,2,1,2,1,1,1,1,1,1,3,1,2,3,2,1,1,1,2,1,3,10,7.67,15.965,17.176,5,6,6,7,7,,The rich are getting richer . Poor are getting worse off.,2,1,2,3,2,3,2,2,3,3,3,4,6,6,7,7,1,1,2,2,7,7,7,7,4,2,3,4,4,4,4,4,5,4,4,4,2,5,4,3,2,4,4,2,2,5,3,4,5,1,1,4,3,4,4,3,3,3,2,3,0,6,3,6,2,2,6,3,2,2,6,5,3,5,3,4,5,4,5,3,6,2,2,4,1,1,1,5,1,1,1,90,5,7,2,3,not sure if it is accurate to say that,most white people are aware.,not at all!,we are in it together.,we don't address that issue.,it is just a given where I live.,55,1,5,1,,2,2,,21,,,,,,1,,,,
127,2024-01-25 3:04:33,2024-01-25 3:22:17,0,100,1064,1,2024-01-25 3:22:17,R_1di6Icl3xpjG89e,anonymous,EN,2,56c89222dfea6c000bb23762,,3,0,2,1,1,1,1,1,3,2,3,2,3,3,2,1,1,1,2,2,4,3,1,2,5,4,5,4,19,12.277,22.309,23.353,7,5,4,1,4,3,1,2,1,1,1,1,1,3,2,3,1,3,2,3,1,1,1,2,1,3,,,,,,,,,,The overall economic conditions of black people in america are disconnected from the economic conditions of the white population. This results in inequality in wealth between these two groups.,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,6,1,2,4,4,5,5,4,4,4,5,4,3,1,1,4,5,1,4,1,3,2,1,1,1,1,2,2,2,1,5,5,2,2,2,1,1,1,5,3,3,3,1,7,3,2,1,7,3,2,5,4,1,5,2,5,3,3,1,4,3,2,1,1,4,2,4,2,100,5,3,5,5,I agree that economic inequality based upon racial delimitation is happening and must be addressed.,"Overall, they are extremely concerned. Their concern is expressed as racial chauvinism against non-white Americans or solidarity.",I believe that everyone has a shared responsibility for their society they live in. The extent they have responsibility for it is only on a social level and not individual. ,I believe there are small sections of the white community in america that address racial inequality.,My social circle is aware and promotes education of racial inequality.,"A small collective commitment, yes. ",33,1,5,2,,0,1,,21,,,,,,,,,4,
128,2024-01-25 2:28:44,2024-01-25 2:46:31,0,100,1067,1,2024-01-25 2:46:32,R_1KcSfGnsf3tvBMl,anonymous,EN,2,5dc1eb838a84461511b3cd73,,3,-1,2,3,2,3,3,3,3,3,1,2,2,1,1,3,3,2,1,2,2,1,3,1,4,3,4,2,,,,,,,,,,1,3,1,3,2,3,3,3,2,3,1,2,3,1,2,3,3,2,1,1,1,19,36.159,43.763,45.081,5,4,4,2,4,,"Wealthier places are getting wealthier, while poorer places remain poor.",3,1,1,1,3,3,3,3,4,4,4,6,2,7,6,4,5,5,5,6,4,3,3,2,3,4,3,3,1,1,4,1,3,2,1,3,4,4,3,1,5,2,5,5,5,4,3,3,4,4,5,5,4,3,2,1,1,1,1,1,0,5,2,6,4,4,6,2,2,4,6,4,6,6,1,6,6,4,4,4,3,4,4,3,3,2,6,5,2,3,2,50,1,1,1,1,I don't really have any because I'm not concerned about income equality in my community.,I'm not sure. I don't discuss racial issues with anyone I interact with frequently. But I'm sure most people know what's going on in the world and have their own opinions on it.,I'm not at all.,They don't.,None.,No. We all mind our own business and do our own thing.,42,7,7,1,,7,2,,21,,,,,,1,,,,
